id,eje_x,eje_y
109,599.4946485827405,226.93535488403268
110,1531.5551824606812,302.5272158648718
111,1531.220984737233,333.59625149979206
112,1531.220984737233,333.59625149979206
113,1557.9589505951692,422.8656426923285
114,1500.9563722499151,528.9846604807369
115,1456.2918252982056,555.8070742889138
116,1456.2918252982056,555.8070742889138
117,1456.2918252982056,555.8070742889138
118,1456.2918252982056,555.8070742889138
119,1456.2918252982056,555.8070742889138
120,378.2491889909084,527.8223470175776
121,206.41932895675245,516.4637915373776
122,206.41932895675245,516.4637915373776
123,206.41932895675245,516.4637915373776
124,206.41932895675245,516.4637915373776
125,206.41932895675245,516.4637915373776
126,206.41932895675245,516.4637915373776
127,527.321717896814,716.629237181018
128,527.321717896814,716.629237181018
129,495.23283252456315,712.4842567632868
130,588.9492449593452,723.2682276212752
131,717.7450873044679,501.04786487961564
132,777.3230838404555,437.7434715853592
133,873.8742448012653,361.70853055543944
134,892.0855971161958,312.2517103592246
135,854.31584309975,270.0116856979489
136,862.3151707742002,232.3205712365733
137,875.9515120361566,228.0165659648436
138,865.4845673750348,209.85746426804985
139,881.034274416675,252.36653163924757
140,881.6467416889474,283.2420047322137
141,745.184186553213,382.4276118092964
142,745.184186553213,382.4276118092964
143,591.443040491542,547.6904026042628
144,561.9767150062531,559.5475539734391
145,339.4577595974221,646.4931559284373
146,339.4577595974221,646.4931559284373
147,339.4577595974221,646.4931559284373
148,339.4577595974221,646.4931559284373
149,339.4577595974221,646.4931559284373
150,339.4577595974221,646.4931559284373
151,339.4577595974221,646.4931559284373
152,1305.0837831274546,597.149748211705
153,1344.2731116068503,598.671356973945
154,1344.2731116068503,598.671356973945
155,1453.832134847975,577.9801857466828
156,1443.32426770188,548.1899084877875
157,1418.1031228967215,602.8819969813649
158,1418.1031228967215,602.8819969813649
159,1418.1031228967215,602.8819969813649
160,1418.1031228967215,602.8819969813649
161,1418.1031228967215,602.8819969813649
162,992.1723617190053,630.9523536815718
163,1006.6875702676143,594.693509135381
164,1006.6875702676143,594.693509135381
165,938.074073067899,723.3973613147143
166,812.3590059317504,746.7467403671621
167,812.3590059317504,746.7467403671621
168,788.052705846408,689.7458458020994
169,820.0406728551546,727.769744035335
170,832.2279403181856,722.6184200897292
171,834.8416844230682,538.621851932214
172,781.2598668183798,659.9971752222411
173,770.2306615703301,702.4169132254931
174,777.7119230203592,712.8112494603438
175,767.6110056123845,674.0889522352109
176,803.906878608674,649.0772688583643
177,814.9458840663332,591.3780249013976
178,785.0165339295503,530.0465959018306
179,780.3552334410672,552.5000729764947
180,725.1659549627786,641.9479024605066
181,670.4517063927558,676.5241258636061
182,677.2076254224963,691.1826742873582
183,695.1061994649093,696.1160889279518
184,687.6258651570124,692.1178294795961
185,730.7871513909404,685.8979391448693
186,747.5473184993759,682.0352715295578
187,747.5473184993759,682.0352715295578
188,724.3759426161473,570.9722039801602
189,711.1871501351145,524.1070015235634
190,658.3305815314504,462.71740958755595
191,619.797823911511,438.1947054324912
192,541.0058880594454,423.9298107744655
193,502.7509796016411,418.04483017754467
194,477.79437127280335,425.26358766778435
195,475.81932145797794,428.663905746742
196,542.9163613671923,423.4536014568017
197,609.9741673887008,428.171013195691
198,640.1269177982316,396.8026722414485
199,868.4211014773596,324.80994903994906
200,935.8791433883548,300.3293321327477
201,978.0199918301653,294.85380323016693
202,995.9246240237344,295.11811432114837
203,1106.5223161348574,284.1684991042438
204,1102.6487885746046,290.6913999880335
205,1113.7432903631188,286.0953032200439
206,1155.9366862597633,291.942328579231
207,1227.6059557955552,365.6110527575712
208,1324.3565021090008,458.9551702756362
209,1245.0256538762194,356.8060206788292
210,1223.5218841278136,342.6206647909105
211,1225.055190375807,329.07743372620314
212,1216.284600306114,324.30332897423773
213,1216.5814232733464,360.40536457369774
214,1243.1832708737265,422.7751617227548
215,1253.9479585937027,423.2166148920468
